issue_number,title,body,state,created_at,updated_at,closed_at,author,comments_count,labels
335451,Assisted permissions: compound command containing a local script path always requires explicit approval (1.137.0 regression),"Hello.  1.137.0 seems to have introduced a regression in the assisted permissions behaviour.

Previously agent-run commands which were safe but difficult to write auto-approve regexes for (like running safe Ruby via the `rails runner` command) were caught during manual approvals but went through under assisted approvals.

Those same commands are now *sometimes* approved by the assisted permissions, but only when certain conditions are met.  Specifically it seems it will not approve commands which a) invoke a local script and b) contain a compound command:

<img width=""1586"" height=""1048"" alt=""Image"" src=""https://github.com/user-attachments/assets/0c5d7cb9-bccb-4a72-bf48-6adaabc12b74"" />

This is an issue because agents, especially in a Rails context, love to append exit-code checks to commands, and it's hard to reliably steer them into one pattern or another.

Here's the agent's writeup with a framework-agnostic reproduction:

Setup: VS Code 1.137.0, Copilot harness on the agent host, folder
isolation, Assisted permissions. macOS 26 arm64.
@github/copilot 1.0.84.70, @github/copilot-sdk 1.0.13-preview.4

Repro:
```
  printf '#!/bin/sh\necho hi\n' > ./x && chmod +x ./x
  ask the agent to run  ./x            -> approved, runs
  ask the agent to run  ./x; echo done -> ""This script invocation cannot
                                          be reviewed in full, so it
                                          requires explicit approval.""
```
Also approved on 1.137.0:
```
  bin/rails runner 'puts 1 + 1'
  bundle exec rails runner 'puts 1 + 1'; echo done
  git log --oneline -5; echo done
  echo '{}' | json_pp
```
Declined on 1.137.0:
```
  bin/rails runner 'puts 1 + 1'; echo done
  bin/dv --help 2>&1 | head -60
```
All of these run without approval on 1.136.2 in an otherwise identical
session.

The trigger is a compound command in which a subcommand names a local
file path. Neither part alone triggers it: the path is fine standalone,
and the compound is fine when the same program is resolved via PATH
(bundle exec) rather than named as a path.

Suspected cause: #333249, which enables enableScriptSafety on
agent-host sessions in this milestone.

Two issues:
1. The classifier declines to reach a verdict on a command it approves
   when a trailing ""; echo done"" is removed.
2. Its non-verdict pre-empts the LLM judge. Assisted permissions exists
   to assess commands static rules cannot classify, so a classifier
   that cannot classify should defer to the judge, not short-circuit
   to a prompt.

In a Rails codebase most work routes through bin/*, so in practice this
returns assisted permissions to manual mode.",open,2026-09-10 11:26:16+00:00,2026-09-10 11:35:10+00:00,,elliotcm,0,triage-needed
335450,modernUI: Preserve localized panel tab casing,"## Summary

- separate composite tab font sizing from the shared Modern UI capitalization rule
- preserve locale-provided panel/composite tab casing while retaining intentional capitalization on other headers
- keep the explicit uppercase view-header preference unchanged and cover the cascade with the existing browser test

## Validation

- `npm run transpile-client`
- `npm run stylelint -- src/vs/workbench/contrib/modernUI/browser/media/fontRamp.css`
- `npm run eslint -- src/vs/workbench/contrib/modernUI/test/browser/modernUI.contribution.test.ts`
- `./scripts/test.sh --run src/vs/workbench/contrib/modernUI/test/browser/modernUI.contribution.test.ts --grep ""toggles uppercase view headers without relayout""`
- French UI scenario on VS Code Insiders 1.138.0: verified the source label `Console de débogage`, the default composite label transform, unchanged `capitalize` behavior on other part headers, and matching before/after capture geometry

Fixes #326495

## Before / After

Both captures use the official French language pack, VS Code Insiders 1.138.0, Dark Modern, and the same 2400×480 panel crop. The after run applies this PR’s exact selector split to the same packaged stylesheet, keeping build and layout constant.

| Before — CSS-corrupted capitalization | After — locale-provided casing preserved |
| --- | --- |
| ![Before: Console De Débogage](https://github.com/user-attachments/assets/a962b5ee-0d41-42e7-b5b1-700aa4264df4) | ![After: Console de débogage](https://github.com/user-attachments/assets/c73a08b9-7915-4e05-91b3-eb46f28bd4d0) |",closed,2026-09-10 11:25:07+00:00,2026-09-10 12:38:22+00:00,2026-09-10 12:37:19+00:00,mrleemurray,0,
335449,Agents Window sometimes opens the legacy Markdown editor by default,"Type: Bug

## Reported behavior

A user reported that opening a Markdown file in the Agents Window showed the legacy Markdown editor instead of the new rich Markdown editor, even though they had not configured an editor association or Markdown-editor setting.

## Expected behavior

Markdown files opened in the Agents Window use the new rich Markdown editor by default when no explicit editor association says otherwise.

## Actual behavior

The user reports that the legacy Markdown editor opened. We do not yet know whether this was the Markdown preview custom editor or the Monaco source editor.

## Current reproduction status

I could not reproduce this when launching with `--transient`; Markdown files consistently opened in the new editor.

## Information needed

- VS Code version/commit and operating system
- Whether the editor was the Markdown preview or Monaco source editor
- The effective value and configuration scope of `workbench.editor.markdownDefaultEditorInAgentsWindow`
- The effective `workbench.editorAssociations` and `workbench.diffEditorAssociations` values
- How the Markdown file was opened in the Agents Window
- Whether **Reopen Editor With...** shows and successfully opens the new Markdown editor",open,2026-09-10 11:00:09+00:00,2026-09-10 11:09:54+00:00,,hediet,0,"info-needed, markdown-editor"
335448,Show rich GitHub issue previews with title and rendered body in hovers,"<!-- Do Not Delete This! feature_request_template -->

GitHub issue references currently use a compact plain-text hover such as `microsoft/vscode#329464 - Open`. This requires opening the issue to understand what it is about, even when the title and body could provide enough context inline.

When hovering a GitHub issue reference or issue pill, show a rich preview containing:

- The full canonical issue title
- The issue body rendered as Markdown, including links, lists, and code blocks
- Basic metadata such as repository, issue number, and open/closed state
- An action to open the issue on GitHub

For long bodies, the preview can use a constrained, scrollable area rather than expanding without limit. While data is loading or unavailable, the current compact hover remains a suitable fallback.

This would make issue references much easier to understand in Markdown documents and agent-generated content without repeatedly switching to the browser.

Related: #335383 requests that Agent Window issue pills preserve their recorded title. This feature request goes further by proposing a rich hover based on live issue data, including the rendered issue body.",open,2026-09-10 10:58:35+00:00,2026-09-10 15:44:43+00:00,,hediet,1,feature-request
335447,fileService: avoid tracing errors for missing resources in resolveAll,Fixes https://github.com/microsoft/vscode/issues/335407,closed,2026-09-10 10:58:30+00:00,2026-09-10 12:11:07+00:00,2026-09-10 12:09:36+00:00,aeschli,1,
335446,Agents windows - Custom agent selector doesn't work,"Type: <b>Bug</b>

I have a few custom agents defined. When I choose from the dropdown the agent it's not activated nor set as active in Agent dropdown. Agent selection works perfectly in VS code chat.

<img width=""338"" height=""72"" alt=""Image"" src=""https://github.com/user-attachments/assets/b84d4ffa-19ac-4f89-920f-ef43ed08c378"" />

VS Code version: Code 1.136.2 (88e44fa0e00b08f7758b4f6d05632e4fd5e4df6f, 2026-09-04T21:40:42Z)
OS version: Windows_NT x64 10.0.26200
Modes:
Remote OS version: Linux x64 6.18.33.2-microsoft-standard-WSL2

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|Intel(R) Core(TM) Ultra 7 165H (22 x 3072)|
|GPU Status|2d_canvas: enabled<br>GPU0: VENDOR= 0x8086, DEVICE=0x7d55 [Intel(R) Arc(TM) Pro Graphics], DRIVER_VENDOR=Intel, DRIVER_VERSION=32.0.101.8724 *ACTIVE*<br>GPU1: VENDOR= 0x10de, DEVICE=0x28b9 [NVIDIA RTX 1000 Ada Generation Laptop GPU], DRIVER_VERSION=32.0.15.9641<br>GPU2: VENDOR= 0x1414, DEVICE=0x008c [Microsoft Basic Render Driver], DRIVER_VERSION=10.0.26100.8875<br>Machine model name: <br>Machine model version: <br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>trees_in_viz: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>webgl: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|undefined|
|Memory (System)|31.46GB (3.55GB free)|
|Process Argv|--crash-reporter-id a13d0b74-f8c6-4263-b63f-0dcc9df80c04|
|Screen Reader|no|
|VM|0%|

|Item|Value|
|---|---|
|Remote|WSL: Ubuntu|
|OS|Linux x64 6.18.33.2-microsoft-standard-WSL2|
|CPUs|Intel(R) Core(TM) Ultra 7 165H (22 x 0)|
|Memory (System)|11.68GB (2.71GB free)|
|VM|0%|
</details><details><summary>Extensions (10)</summary>

Name|Identifier|Author|Version
---|---|---|---
WSL|ms-vscode-remote.remote-wsl|ms-vscode-remote|0.104.3
Remote Explorer|ms-vscode.remote-explorer|ms-vscode|0.5.0
Remote - Tunnels|ms-vscode.remote-server|ms-vscode|1.5.3
Language Support for Java(TM) by Red Hat|redhat.java|redhat|1.56.0
Gradle for Java|vscjava.vscode-gradle|vscjava|3.18.0
Debugger for Java|vscjava.vscode-java-debug|vscjava|0.59.0
Project Manager for Java|vscjava.vscode-java-dependency|vscjava|0.27.6
Extension Pack for Java|vscjava.vscode-java-pack|vscjava|0.31.1
Test Runner for Java|vscjava.vscode-java-test|vscjava|0.46.0
Maven for Java|vscjava.vscode-maven|vscjava|0.45.3

</details><details>
<summary>A/B Experiments</summary>

```
vsliv368:30146709
binariesv615:30325510
nativeloc1:31344060
dwcopilot:31170013
dwoutputs:31242946
copilot_t_ci:31333650
e5gg6876:31282496
pythonrdcb7:31342333
6518g693:31463988
aj953862:31281341
envsactivate1:31551504
cloudbuttont:31379625
3efgi100_wstrepl:31403338
ddidt:31399633
ec5jj548:31422691
cp_cls_t_966_ss:31526232
4je02754:31466945
c3h7c220:31478652
ge8j1254_inline_auto_hint_haiku:31490510
cp_cls_t_1081:31454832
conptydll_true:31498968
e9c30283:31461165
46204921:31447328
ei9d7968:31496641
chat:31457767
8hig5102:31480529
89g7j272:31518289
i2gc6536:31499202
52612955:31516516
ddid_c:31478207
hmra_i5g22:31518061
l_j1ci3728:31580635
7df3h592:31512476
cp_cls_t_1082:31535311
logging_enabled_new:31498466
db5d2638:31499441
jb_cp_cls_t_632:31543129
748c7209:31512887
32d76977:31512328
ha629193:31508444
a1ije391_t:31540920
jbcp_cls_pctr_t:31531130
cp_intellij_t_nes:31548657
jf4hg949:31526829
ahp-both-windows:31556933
ihg5j128:31534457
9gg7f176:31542112
enable_editor_pane_layout:31569726
allow-none:31555437
36h42362:31564511
c7c27ce7:31554789
1h923230:31564177
1532g621_copy:31554320
treatment-23-1:31555779
unuse_dynamic_mcp:31555281
0d8dfbc3:31570291
switchtoauto:31559321
0c1h4866:31566224
vrbsty_fls:31561059
session-mark-done:31558131
5b8j3302:31564601
mangle-name-control:31572633
intellij_nes_preview_t:31580086
39a5d156:31574986
2bfb8b39:31576696
permission_prompt_control:1332567
ccr_pr_nudge_adoption:1319471
vsc_wsm_t:1340632
eh853263:1370294
cfee5631:1379228
3aced641:1389836

```

</details>

<!-- generated by issue reporter -->",open,2026-09-10 10:58:19+00:00,2026-09-11 01:51:22+00:00,,pbartoszek,2,triage-needed
335445,Agents Window: Allow file references to open in the associated Editor window,"When using the Agents Window alongside a regular Editor window, clicking a file reference in an agent response currently opens the file inside the Agents Window.

This is inconvenient for a multi-monitor workflow where the Agents Window is kept on one display for chat and the regular Editor window is kept on another display for code.

For example:

1. Open a workspace in the regular Editor window.
2. Open the Agents Window for the same workspace on a second monitor.
3. An agent response contains a reference/link to a file.
4. Click the file reference.
5. The file opens inside the Agents Window instead of the existing Editor window.

It would be useful to have an option to open file references from the Agents Window in the associated Editor window instead.

Ideally this could be configurable, so users who prefer the existing inline Agents Window editor can keep the current behavior.",open,2026-09-10 10:54:32+00:00,2026-09-10 11:04:19+00:00,,kyotoprotokollet,0,triage-needed
335444,"Provide a stable, documented enterprise download package for on-device dictation","## Problem

[On-device dictation documentation](https://code.visualstudio.com/docs/configure/accessibility/voice#_install-the-model-from-a-local-package) says that, where network restrictions prevent automatic download, users can download the official CPU model package separately and install it with `Chat: Install Dictation Model from Local Package...`.

The documentation does not provide a URL or a supported procedure for obtaining that package. The built-in download is performed by Foundry Local through a shared Azure ML model registry. It resolves to a short-lived signed Blob URL, which is not suitable for enterprise network allowlisting or repeatable offline distribution. The NVIDIA/Hugging Face model is not compatible with the VS Code-required ONNX package.

This affects managed corporate networks where Zscaler or comparable proxies block generic Azure ML registry and dynamic Blob Storage endpoints. In those environments, downloading the package via Foundry Local elsewhere is also not an approved workaround.

## Requested change

Please provide and document a stable, first-party distribution mechanism for the VS Code-compatible CPU package for `nemotron-3.5-asr-streaming-0.6b`, suitable for enterprise deployment. At minimum, the documentation should include:

- A stable HTTPS download URL for the complete compatible package, rather than a dynamically generated SAS URL.
- Package version, supported platforms, integrity hash, and licence information.
- A documented unattended/offline deployment or import procedure for managed devices.
- The fixed hostnames and URL paths required when an enterprise must allow the download through a network proxy.

A Copilot- or VS Code-owned distribution endpoint would enable a narrow policy exception rather than an open-ended Azure ML and Blob Storage allowlist.

## Environment

- VS Code `1.137.0` (Stable)
- macOS on Apple silicon
- Default local model: `nemotron-3.5-asr-streaming-0.6b`

## Related issue

#332537 fixed the local-package file picker and was released in 1.136.0, but it did not provide the documented, enterprise-supported package download path needed to use that command.",open,2026-09-10 10:46:21+00:00,2026-09-10 10:55:20+00:00,,alefranz,0,triage-needed
335443,sessions: show CI failure banners for draft pull requests,"## Summary
Draft pull requests were excluded from the Agents Window input banner's CI polling and rendering. Allow open draft PRs through the existing path so CI failures appear alongside review comments and the combined **Fix Checks & Address Comments** action is available.

- Preserve closed/merged exclusions, dismissal, and existing Agent Merge behavior.
- Run the same banner workflow for draft and ready PRs, including polling assertions and closed/merged controls.

## Validation
- Confirmed the draft regression fails before the fix and passes after it.
- All 11 focused banner and banner-widget tests pass.
- Changed-file hygiene and ESLint pass.
- Client TypeScript compilation passes after restoring the missing Electron typings; `npm run transpile-client` also passes.",closed,2026-09-10 10:40:49+00:00,2026-09-10 11:00:02+00:00,2026-09-10 10:58:54+00:00,benibenj,0,
335442,Feature request: Organize Copilot Chat sessions into folders and projects,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->
## Problem

Copilot Chat sessions become difficult to manage as their number grows. Conversations related to different projects, features, bugs, and GitHub issues are shown together, making it difficult to find and continue previous discussions.

This is particularly challenging for long-running projects and when working across multiple repositories or workspaces.

## Proposed solution

Please add a way to organize Copilot Chat sessions into user-defined folders or projects.

Possible functionality:

- Create, rename, and delete folders or projects
- Move chat sessions between folders or projects
- Rename individual chat sessions
- Search and filter sessions by title, content, project, repository, or workspace
- Associate a chat session with a GitHub issue or pull request
- Optionally associate sessions with a VS Code workspace or repository
- Preserve the organization after restarting VS Code

The experience could be similar to ChatGPT Projects, while being integrated into the VS Code Chat Sessions view.

## Example workflow

I could create a project called `Feature_Request_1` and organize related conversations into folders such as:

- Requirements
- SQL development
- Debugging
- Testing
- Documentation

Individual chat sessions could optionally be linked to a GitHub issue or pull request.

## Benefits

This would make Copilot more useful for long-running development tasks, improve continuity between sessions, and make it easier to retrieve previous decisions and technical discussions.

## Related issues

This request is related to:

- #332166, which focuses on preserving chat history when project folders are moved or renamed
- #334228, which focuses on making chat sessions available across workspaces

Those issues address chat persistence and availability. This request focuses specifically on organizing chat sessions into folders or projects.

## Alternatives considered

Currently, users have to rely on chat titles, external notes, or manually saved transcripts. These approaches do not provide a structured way to manage related conversations.",open,2026-09-10 10:40:39+00:00,2026-09-10 10:51:15+00:00,,eliasgatternig-gif,0,triage-needed
335441,Terminal and Help menu hidden under ... in VS Code for Windows,"I found the `Terminal` and `Help` menu always hidden under ... in VS Code for Windows, is there a way to force them appeared in the SAME line as other menu items ?

<img width=""3024"" height=""4032"" alt=""Image"" src=""https://github.com/user-attachments/assets/39c0ed27-a54f-496f-88f3-a53b32db9be2"" />",open,2026-09-10 10:28:03+00:00,2026-09-10 10:37:07+00:00,,wyatt-wong,0,triage-needed
335440,File changes are not visible in Source Control or seach results,"Type: <b>Bug</b>

Ever since updating to the latest version search results do not reflect changes to files, i have to research to update the results list with accurate results this was automatic before. similarly the source control doesnt update with actual changes, it can show me no changes in any files at all, but when i look at the explorer there are definetly changes to the files, so i have to go to the source control tab and hit the refresh button or stage/unstage a file that is listed and poof suddenly it knows the current state.

VS Code version: Code 1.135.0 (08d4889f9ec4a1685d257b9b95de036c8e1ce1e5, 2026-08-25T14:26:52Z)
OS version: Linux x64 7.1.12-200.fc44.x86_64
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (8 x 4200)|
|GPU Status|2d_canvas: enabled<br>GPU0: VENDOR= 0x10de, DEVICE=0x1d13, DRIVER_VENDOR=Mesa, DRIVER_VERSION=26.1.8<br>GPU1: VENDOR= 0x8086, DEVICE=0x3ea0, DRIVER_VENDOR=Mesa, DRIVER_VERSION=26.1.8 *ACTIVE*<br>Machine model name: <br>Machine model version: <br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>trees_in_viz: disabled_off<br>video_decode: enabled<br>video_encode: disabled_software<br>vulkan: disabled_off<br>webgl: enabled<br>webgpu: enabled<br>webgpu_on_vk_via_gl_interop: disabled_off<br>webnn: disabled_off|
|Load (avg)|0, 0, 0|
|Memory (System)|46.67GB (40.50GB free)|
|Process Argv|--crash-reporter-id 583a212b-ceb7-4487-88f0-5c8f65ca77e5|
|Screen Reader|no|
|VM|0%|
|DESKTOP_SESSION|gnome|
|XDG_CURRENT_DESKTOP|GNOME|
|XDG_SESSION_DESKTOP|gnome|
|XDG_SESSION_TYPE|wayland|
</details><details><summary>Extensions (8)</summary>

Name|Identifier|Author|Version
---|---|---|---
Dart|dart-code.dart-code|Dart-Code|3.142.0
Flutter|dart-code.flutter|Dart-Code|3.142.0
autopep8|ms-python.autopep8|ms-python|2026.4.0
Python Debugger|ms-python.debugpy|ms-python|2026.6.0
Python|ms-python.python|ms-python|2026.4.0
Pylance|ms-python.vscode-pylance|ms-python|2026.3.1
Python Environments|ms-python.vscode-python-envs|ms-python|1.36.0
JSON Minifier|renechoi.json-minifier|Renechoi|0.0.2

</details>
<!-- generated by issue reporter -->",open,2026-09-10 10:23:41+00:00,2026-09-10 10:33:07+00:00,,jwverzijden,1,
335439,Incorrect doc link provided,Fixes https://github.com/microsoft/vscode/issues/332377,closed,2026-09-10 10:22:11+00:00,2026-09-10 10:42:54+00:00,2026-09-10 10:41:37+00:00,aeschli,0,
335438,Copilot Agents have lost Tool access despite Tools enabled,"<!-- Please search existing issues to avoid creating duplicates -->
<!-- Please attach logs to help us diagnose your issue -->

- Copilot Chat Extension Version:
- VS Code Version: 1.137.0
- OS Version:  Windows 11 (Windows 10.0.26220)
- Feature (e.g. agent/edit/ask mode): Agent
- Selected model (e.g. GPT 4.1, Claude 3.7 Sonnet): Auto (or any)
- Logs:

Steps to Reproduce:

1. New session
2. Agent mode (not a custom agent), Auto or any model

<img width=""238"" height=""105"" alt=""Image"" src=""https://github.com/user-attachments/assets/9a3233bc-528e-440c-a0d1-4ff024f997f3"" />

3. Review tools enabled, disable all, enable all ""Built-In"" tools including edit

<img width=""601"" height=""323"" alt=""Image"" src=""https://github.com/user-attachments/assets/b4324ef4-ecc4-48dc-ad53-a069a37edaa9"" />

4. Ask agent to emit a simple text into a file.

5. Agent does not have access to edit files and will fall back to terminal/shell commands:
<img width=""1254"" height=""322"" alt=""Image"" src=""https://github.com/user-attachments/assets/c810f308-fb48-43df-b16c-8785bcb81a24"" />
<img width=""636"" height=""128"" alt=""Image"" src=""https://github.com/user-attachments/assets/c2c405f5-e3d9-404c-8752-1a68f9557681"" />



Chat Debug shows only 33 tools enabled and edit files is not in the list:

```
tools (33)     : memory, read_file, session_store_sql, view_image, vscode_askQuestions, 
get_terminal_output, kill_terminal, run_in_terminal, runSubagent, send_to_terminal, 
tool_search, create_new_workspace, copilot_getNotebookSummary, github_text_search, 
install_extension, read_notebook_cell_output, resolve_memory_file_uri, 
run_notebook_cell, run_vscode_command, click_element, create_and_run_task, 
drag_element, get_task_output, handle_dialog, hover_element, navigate_page, 
open_browser_page, read_page, run_playwright_code, screenshot_page, 
terminal_last_command, terminal_selection, type_in_page
```

I *presume* it's just me, but I uninstalled all my MCPs and extensions, restarted, no dice.   Cleared out my user JSON settings.  Restarted, no dice.


Help?",open,2026-09-10 10:10:34+00:00,2026-09-10 10:20:00+00:00,,JeremyVyska,0,"triage-needed, new release"
335437,Allow re-enabling automations from the context menu,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

Disabled automations offer an unavailable **Disable** action instead of **Enable**. Either action should appear first.

- **Menu:** Show Enable or Disable based on the card’s state, before Duplicate and Delete.
- **Safeguards:** Share capability checks, feature gating, and conflict-safe updates between both commands.
- **Accessibility:** Add enable announcements and update context-menu help.
- **Verification:** Cover ordering, repeated toggles, and unsupported updates; verify mouse and keyboard transitions in Code OSS.

<!-- START COPILOT CODING AGENT SUFFIX -->

- Fixes #335371",open,2026-09-10 10:09:40+00:00,2026-09-10 10:21:31+00:00,,Copilot,0,
335436,chat: Fix question option contrast in Light+,"## Summary

- let primary question option labels inherit the selected row foreground so focused Light+ selections use the active foreground color
- keep the inactive selected hover background scoped to unfocused lists
- add a regression test for selected-row foreground inheritance

Fixes #335429

## Before / After

| Theme | Before | After |
| --- | --- | --- |
| Light+ | ![Focused Light+ question option before the fix](https://github.com/user-attachments/assets/1bf6d4af-da2e-46c8-bff7-5cf88465ffef) | ![Focused Light+ question option after the fix](https://github.com/user-attachments/assets/52ad61be-c7ed-4a91-aa7c-15dcb6614519) |
| Dark+ | ![Focused Dark+ question option before the fix](https://github.com/user-attachments/assets/78e8c879-8462-4655-a781-e39793393a0e) | ![Focused Dark+ question option after the fix](https://github.com/user-attachments/assets/9fa9113e-505b-4a3a-ac25-023c27517252) |
| Dark High Contrast | ![Focused Dark High Contrast question option before the fix](https://github.com/user-attachments/assets/c7d5a72a-1225-4f83-959c-7810a04a6aec) | ![Focused Dark High Contrast question option after the fix](https://github.com/user-attachments/assets/d8ebf225-9aca-4c37-a155-50262051d65d) |

## Testing

- `npm run hygiene`
- `./scripts/test.sh --run src/vs/workbench/contrib/chat/test/browser/widget/chatContentParts/chatQuestionCarouselPart.test.ts` (82 passing)
- `npm run eslint -- src/vs/workbench/contrib/chat/test/browser/widget/chatContentParts/chatQuestionCarouselPart.test.ts`
- `npm run stylelint -- src/vs/workbench/contrib/chat/browser/widget/chatContentParts/media/chatQuestionCarousel.css`
- `npm run compile` reached zero errors for the main sources; the aggregate command is currently blocked by an unrelated stale `@vscode/markdown-editor` dependency used by `extensions/markdown-language-features/markdown-editor-src`",closed,2026-09-10 10:02:09+00:00,2026-09-10 10:33:43+00:00,2026-09-10 10:30:41+00:00,mrleemurray,0,
335435,Agent chat title is automatically replaced by a temporary subtask,"## Description

An agent chat with an existing, representative title can be automatically renamed when the user asks for a narrower follow-up task. The resulting title describes the latest action rather than the overall session.

For example, I started a session to diagnose VS Code webview service-worker failures. The chat was initially titled:

> Debug webview service worker

Later, after the investigation was complete, I asked the agent to draft a GitHub issue comment containing the findings. The agent automatically renamed the chat to:

> Draft webview bug report

Drafting the report was only a follow-up step. The overall subject of the session was still the webview investigation, so the new title made the session less recognizable.

## Expected behavior

Once a chat has a meaningful title, a narrower follow-up task should not automatically replace it.

An automatic rename should happen only when:

- the current title is still a placeholder, or
- the overall subject of the conversation has materially changed.

Explicit user-requested renames should continue to replace the current title.

## Actual behavior

The agent invoked the rename operation again and supplied a title based on the latest subtask. The rename operation applied that title even though the chat already had a descriptive title and the overall subject had not changed.

Neither the rename operation nor a skill generated the title independently. The problem was that the agent decided to rename and over-weighted the latest user request.

## Suggested improvement

Automatic title handling could prevent this in one or both of the following ways:

1. Do not automatically rename a chat that already has a non-placeholder title unless the conversation's overall subject clearly changed.
2. Before applying an automatic rename, compare the proposed title with the existing title and the conversation-wide topic. Reject or discourage titles that describe only a temporary workflow step such as ""draft report"", ""run tests"", or ""create PR"".

After noticing the problem, the title was manually corrected to:

> Diagnosing VS Code webview failures

This title covers both the investigation and its reporting follow-up.",open,2026-09-10 09:45:11+00:00,2026-09-10 09:45:11+00:00,,hediet,0,
335434,titlebar: Use title bar foreground for action icons,"## Summary

- bind the title bar action toolbar to `titleBar.activeForeground` and `titleBar.inactiveForeground`
- keep Layout Control, Accounts, and relocated editor action icons consistent with the rest of the custom title bar
- add a computed-style regression test covering active and inactive window states

Fixes #335250

## Testing

- `npm run hygiene`
- `npm run transpile-client`
- `./scripts/test.sh --run src/vs/workbench/test/browser/parts/titlebar/titlebarPart.test.ts`
- targeted ESLint and Stylelint
- verified in an isolated Code OSS window with intentionally divergent title bar and global icon colors

> [!NOTE]
> `npm run compile` is blocked in this checkout by unrelated existing `@vscode/markdown-editor` API type errors. Refreshing that dependency is currently blocked by an expired local npm credential.

## Before

![Before: title bar actions use the generic white icon foreground and have low contrast on the yellow title bar.](https://github.com/user-attachments/assets/ff0bc951-55f4-453b-a195-13fe3fafcfdc)

## After

![After: title bar actions use the dark title bar foreground and match the other title bar controls.](https://github.com/user-attachments/assets/5f1f9dcf-d0a9-4cf4-a623-8886078bd233)",closed,2026-09-10 09:44:00+00:00,2026-09-10 10:05:21+00:00,2026-09-10 10:04:01+00:00,mrleemurray,1,
335433,agentHost: fix context size picker for Codex harness,"## Summary

- surface Copilot-backed model context-size options in the Codex harness
- forward the selected token window to Codex app-server thread start/resume configuration
- reload materialized threads when context size changes while preserving conversation history
- share the context-size schema helper with the Copilot harness
- add regression coverage that verifies context size and thinking level reach both runtime boundaries together

## Verification

- 123 focused Codex tests pass (64 prewarm/session tests and 59 model-refresh tests)
- 9 focused Copilot model-configuration tests pass
- focused ESLint passes
- `npm run transpile-client` passes
- `git diff --check` passes
- launch + DAP verification with `GPT-5.6 Sol Fast (Internal only)`:
  - Codex UI showed `Max 1M` and completed a prompt; app-server received `thread/start.config.model_context_window = 922000`, `turn/start.effort = ""max""`, and `collaborationMode.settings.reasoning_effort = ""max""`
  - Copilot UI showed `Max 1M` and completed a prompt; the launcher resolved `{ thinkingLevel: ""max"", contextSize: 922000 }` to `reasoningEffort = ""max""` and `contextTier = ""long_context""`
  - at the actual Copilot SDK JSON-RPC boundary, `session.create` carried model `gpt-5.6-sol-fast`, `reasoningEffort: ""max""`, and `contextTier: ""long_context""`
- `922000` is the expected usable input window: the model reserves 128K output tokens from its 1.05M total window, while the picker intentionally formats the tier as `1M`",closed,2026-09-10 09:39:31+00:00,2026-09-10 11:10:30+00:00,2026-09-10 11:09:17+00:00,Giuspepe,0,
